"first_name","last_name","nickname","wins","losses","draws","height","weight","reach","stance","birth_date","last_fight_date","total_fights"
"Damon","Jackson","The Leech",23,8,1,"5' 11""","155 lbs.","71""","Switch","Aug 08, 1988","August 30, 2014",32
"Cain","Carrizosa","The Insane",10,3,0,"5' 8""","155 lbs.","--","Orthodox","Jul 22, 1986","August 30, 2014",13
"Clay","Collard","Cassius",14,7,0,"5' 11""","145 lbs.","73""","Orthodox","Mar 10, 1993","August 23, 2014",21
"Valmir","Lazaro","Bidu",15,5,0,"6' 0""","155 lbs.","73""","Orthodox","Aug 15, 1985","August 23, 2014",20
"Anthony","Rocco Martin","",17,6,0,"6' 0""","170 lbs.","73""","Orthodox","Dec 11, 1989","August 23, 2014",23
"Chris","Heatherly","Stump",9,4,0,"5' 9""","155 lbs.","--","Orthodox","Nov 24, 1987","August 23, 2014",13
"Joby","Sanchez","",11,4,0,"5' 6""","135 lbs.","68""","Orthodox","Jun 24, 1991","August 23, 2014",15
"Brendan","O'Reilly","Badger",6,3,0,"5' 7""","170 lbs.","69""","Orthodox","Jun 24, 1987","August 23, 2014",9
"Jianping","Yang","",11,4,1,"5' 7""","145 lbs.","--","Orthodox","Nov 27, 1988","August 23, 2014",16
"Shinsho","Anzai","Animal",10,3,0,"5' 7""","170 lbs.","70""","Orthodox","Dec 01, 1985","August 23, 2014",13
"Yuta","Sasaki","Ulka",21,6,2,"5' 10""","125 lbs.","71""","Southpaw","Oct 07, 1989","August 23, 2014",29
"Colby","Covington","Chaos",17,5,0,"5' 11""","170 lbs.","72""","Orthodox","Feb 22, 1988","August 23, 2014",22
"Royston","Wee","",4,1,0,"5' 7""","135 lbs.","67""","Orthodox","Nov 15, 1986","August 23, 2014",5
"Milana","Dudieva","",11,6,0,"5' 3""","135 lbs.","--","Orthodox","Aug 04, 1989","August 23, 2014",17
"Alan","Jouban","Brahma",17,7,0,"6' 0""","170 lbs.","73""","Southpaw","Nov 25, 1981","August 16, 2014",24
"Lauren","Murphy","Lucky",16,6,0,"5' 5""","125 lbs.","67""","Orthodox","Jul 27, 1983","August 16, 2014",22
"Sam","Alvey","Smile'n",33,18,1,"6' 2""","185 lbs.","75""","Southpaw","May 06, 1986","August 16, 2014",52
"Frankie","Saenz","",13,7,0,"5' 6""","135 lbs.","66""","Orthodox","Aug 12, 1980","August 16, 2014",20
"Brian","Ortega","T-city",16,4,0,"5' 8""","145 lbs.","69""","Switch","Feb 21, 1991","July 26, 2014",20
"Tiago","dos Santos e Silva","Trator",20,7,2,"5' 9""","145 lbs.","70""","Orthodox","Apr 12, 1987","July 26, 2014",29
"Gilbert","Burns","Durinho",22,8,0,"5' 10""","170 lbs.","71""","Orthodox","Jul 20, 1986","July 26, 2014",30
"Joanna","Jedrzejczyk","",16,5,0,"5' 6""","115 lbs.","65""","Orthodox","Aug 18, 1987","July 26, 2014",21
"Chris","Dempsey","",11,5,0,"5' 10""","185 lbs.","72""","Orthodox","Sep 08, 1987","July 19, 2014",16
"Mike","King","",5,1,0,"6' 3""","185 lbs.","--","","Aug 04, 1983","July 19, 2014",6
"Jerrod","Sanders","J-reazie",16,3,0,"5' 8""","135 lbs.","72""","Orthodox","Oct 01, 1979","July 16, 2014",19
"Tina","Lahdemaki","Jelly Bean",5,1,0,"5' 2""","115 lbs.","--","Orthodox","May 28, 1988","July 16, 2014",6
"Matt","Van Buren","Gutter",7,6,0,"6' 5""","205 lbs.","--","","Jun 12, 1986","July 06, 2014",13
"Eddie","Gordon","Truck",8,4,0,"6' 0""","185 lbs.","76""","Orthodox","Jul 22, 1983","July 06, 2014",12
"Guto","Inocente","",7,4,0,"6' 3""","205 lbs.","--","Orthodox","May 29, 1986","July 06, 2014",11
"Leandro","Issa","Brodinho",13,6,0,"5' 7""","135 lbs.","69""","Orthodox","Sep 19, 1983","July 06, 2014",19
"Juan","Manuel Puig","Fenix",11,4,0,"5' 9""","145 lbs.","--","Orthodox","Apr 23, 1989","July 06, 2014",15
"Daniel","Spohn","Dragon",15,6,0,"6' 4""","205 lbs.","79""","Southpaw","Oct 12, 1984","July 06, 2014",21
"Alexis","Dufresne","Sneaky Zebra",6,3,0,"5' 9""","135 lbs.","--","Orthodox","Aug 31, 1990","July 06, 2014",9
"Keith","Berish","Sha Bang Bang",5,1,0,"6' 0""","205 lbs.","--","Orthodox","Nov 14, 1985","July 06, 2014",6
"Bruno","Santos","Carioca",15,2,0,"5' 9""","185 lbs.","--","Orthodox","Jul 17, 1987","July 05, 2014",17
"Rob","Font","",22,8,0,"5' 8""","135 lbs.","71""","Orthodox","Jun 25, 1987","July 05, 2014",30
"Guilherme","Vasconcelos","Bomba",9,4,0,"6' 0""","185 lbs.","--","Orthodox","Mar 23, 1986","July 05, 2014",13
"Bubba","Bush","The Fightin' Texas Aggie",8,3,0,"6' 0""","185 lbs.","--","Orthodox","Jul 24, 1985","July 05, 2014",11
"Antonio","Braga Neto","",9,3,0,"6' 3""","185 lbs.","77""","Orthodox","Oct 29, 1987","June 28, 2014",12
"James","Moontasri","Moon Walker",9,5,0,"5' 10""","170 lbs.","71""","Switch","Apr 10, 1988","June 28, 2014",14
"Diego","Ferreira","",19,6,0,"5' 9""","155 lbs.","74""","Orthodox","Jan 18, 1985","June 28, 2014",25
"Cody","Gibson","The Renegade",22,10,0,"5' 10""","135 lbs.","71""","Orthodox","Sep 11, 1987","June 28, 2014",32
"Shane","Howell","",13,10,0,"5' 8""","125 lbs.","--","Orthodox","Nov 28, 1983","June 28, 2014",23
"Anthony","Hamilton","Freight Train",15,9,0,"6' 5""","260 lbs.","76""","Orthodox","Apr 14, 1980","June 28, 2014",24
"Jared","Rosholt","",14,4,0,"6' 2""","265 lbs.","75""","Orthodox","Aug 04, 1986","June 28, 2014",18
"Dashon","Johnson","Flyboy",9,2,0,"5' 7""","145 lbs.","--","Orthodox","Jan 25, 1988","June 28, 2014",11
"Roldan","Sangcha'an","The Executioner",4,2,0,"5' 4""","125 lbs.","--","Orthodox","Dec 04, 1990","June 28, 2014",6
"Rodrigo","de Lima","Monstro",8,3,1,"5' 7""","155 lbs.","--","Orthodox","Mar 12, 1991","June 28, 2014",12
"Ian","Entwistle","Enty",9,3,0,"5' 5""","135 lbs.","--","Orthodox","Nov 19, 1986","June 28, 2014",12
"Kiichi","Kunimoto","Strasser",18,7,2,"5' 10""","170 lbs.","71""","Orthodox","May 01, 1981","June 14, 2014",27
"Elizabeth","Phillips","",6,6,0,"5' 6""","135 lbs.","65""","Orthodox","Aug 20, 1986","June 14, 2014",12
"Michinori","Tanaka","",11,3,0,"5' 5""","135 lbs.","67""","Orthodox","Oct 04, 1990","June 14, 2014",14
"Josh","Shockley","",11,4,0,"6' 1""","155 lbs.","--","Orthodox","Nov 15, 1989","June 14, 2014",15
"Jake","Lindsey","The Librarian",12,7,0,"5' 11""","155 lbs.","--","Switch","Jun 21, 1986","June 07, 2014",19
"Roger","Narvaez","Silverback",8,3,0,"6' 3""","185 lbs.","--","Southpaw","Sep 09, 1983","June 07, 2014",11
"Antonio","Carlos Junior","Cara De Sapato",11,5,0,"6' 2""","185 lbs.","79""","Orthodox","Mar 16, 1990","May 31, 2014",16
"Warlley","Alves","",15,8,0,"5' 11""","185 lbs.","72""","Orthodox","Jan 04, 1991","May 31, 2014",23
"Alexander","Yakovlev","Russian Thunder",24,10,1,"6' 3""","155 lbs.","74""","Southpaw","Jul 18, 1984","May 31, 2014",35
"Ernest","Chavez","Ej",10,2,0,"5' 8""","145 lbs.","70""","Orthodox","Jun 27, 1983","May 31, 2014",12
"Wagner","Silva","Wagnao",6,3,0,"6' 0""","170 lbs.","--","Orthodox","Feb 07, 1987","May 31, 2014",9
"Richardson","Moreira","Rick Monstro",7,4,0,"6' 2""","185 lbs.","--","Orthodox","Mar 31, 1984","May 31, 2014",11
"Matt","Hobar","The Crowbar",9,3,0,"5' 10""","135 lbs.","70""","Southpaw","Jan 07, 1987","May 31, 2014",12
"Niklas","Backstrom","",11,3,0,"6' 1""","145 lbs.","--","Orthodox","Aug 22, 1989","May 31, 2014",14
"Pawel","Pawlak","",12,3,0,"6' 0""","170 lbs.","73""","Orthodox","Feb 08, 1989","May 31, 2014",15
"Ruslan","Magomedov","Leopard",14,1,0,"6' 3""","242 lbs.","78""","Orthodox","Nov 26, 1986","May 31, 2014",15
"Katsunori","Kikuno","",24,8,2,"5' 8""","145 lbs.","66""","Orthodox","Oct 31, 1981","May 24, 2014",34
"Mitch","Clarke","Danger Zone",11,5,0,"5' 10""","155 lbs.","73""","Orthodox","Nov 24, 1985","May 24, 2014",16
"Vinc","Pichel","From Hell",14,4,0,"5' 10""","155 lbs.","72""","Orthodox","Nov 23, 1982","May 24, 2014",18
"Aaron","Phillips","The Dragon",12,5,0,"5' 9""","135 lbs.","71""","Southpaw","Aug 05, 1989","May 24, 2014",17
"Li","Jingliang","The Leech",19,9,0,"6' 0""","170 lbs.","71""","Orthodox","Mar 20, 1988","May 24, 2014",28
"Ruan","Potts","Fangzz",11,6,0,"6' 2""","247 lbs.","75""","Orthodox","Feb 23, 1978","May 10, 2014",17
"Ben","Wall","Manimal",8,7,1,"5' 10""","155 lbs.","--","Orthodox","Mar 25, 1989","May 10, 2014",16
"Zak","Cummings","",25,7,0,"6' 0""","205 lbs.","75""","Southpaw","Aug 02, 1984","May 10, 2014",32
"Patrick","Williams","The Animal",8,6,0,"5' 8""","135 lbs.","73""","Orthodox","Sep 07, 1981","April 26, 2014",14
"Alex","White","The Spartan",13,6,0,"6' 0""","155 lbs.","71""","Southpaw","Oct 22, 1988","April 19, 2014",19
"Luke","Zachrich","",14,4,0,"6' 2""","185 lbs.","74""","Orthodox","Dec 19, 1981","April 19, 2014",18
"Hernani","Perpetuo","",18,5,0,"6' 0""","170 lbs.","--","Orthodox","May 24, 1985","April 19, 2014",23
"Ray","Borg","The Tazmexican Devil",13,5,0,"5' 4""","135 lbs.","63""","Orthodox","Aug 04, 1993","April 19, 2014",18
"Chas","Skelly","The Scrapper",19,3,0,"5' 11""","145 lbs.","72""","Orthodox","May 11, 1985","April 19, 2014",22
"Jack","May","The Outlaw",9,3,0,"6' 8""","255 lbs.","--","Switch","Apr 14, 1981","April 19, 2014",12
"Tim","Kennedy","",18,6,0,"5' 11""","185 lbs.","74""","Orthodox","Sep 01, 1979","April 16, 2014",24
"Elias","Theodorou","The Spartan",16,3,0,"6' 1""","185 lbs.","75""","Orthodox","May 31, 1988","April 16, 2014",19
"Olivier","Aubin-Mercier","The Canadian Gangster",11,5,0,"5' 9""","155 lbs.","70""","Southpaw","Feb 23, 1989","April 16, 2014",16
"Leslie","Smith","The Peacemaker",10,7,1,"5' 9""","135 lbs.","66""","Orthodox","Aug 17, 1982","April 16, 2014",18
"Sean","O'Connell","The Real Oc",17,9,0,"6' 1""","205 lbs.","74""","Orthodox","Sep 02, 1983","April 16, 2014",26
"Mike","de la Torre","El Cucuy",14,7,0,"5' 11""","145 lbs.","71""","Orthodox","Sep 22, 1986","April 16, 2014",21
"Vik","Grujic","The Spartan",6,6,0,"5' 11""","170 lbs.","73""","Orthodox","Feb 06, 1977","April 16, 2014",12
"Chris","Indich","",6,4,0,"5' 10""","170 lbs.","--","","Apr 22, 1987","April 16, 2014",10
"Tim","Gorman","The Psycho",9,4,0,"5' 5""","135 lbs.","--","Southpaw","Apr 29, 1983","April 16, 2014",13
"Tatsuya","Kawajiri","Crusher",36,11,2,"5' 7""","145 lbs.","69""","Orthodox","May 08, 1978","April 11, 2014",49
"Jim","Alers","The Beast",13,3,0,"5' 9""","145 lbs.","71""","Orthodox","Oct 14, 1986","April 11, 2014",16
"Mairbek","Taisumov","Beckan",27,6,0,"5' 9""","155 lbs.","73""","Orthodox","Aug 08, 1988","March 23, 2014",33
"Hans","Stringer","",22,8,3,"6' 3""","205 lbs.","--","Orthodox","Jul 06, 1987","March 23, 2014",33
"Noad","Lahat","Neo",11,2,0,"5' 9""","145 lbs.","69""","Orthodox","Jun 08, 1984","March 23, 2014",13
"Francisco","Trevino","Sitkayan",13,3,0,"5' 9""","155 lbs.","70""","Orthodox","Dec 17, 1981","March 15, 2014",16
"Sean","Strickland","",29,7,0,"6' 1""","185 lbs.","76""","Orthodox","Feb 27, 1991","March 15, 2014",36
"Neil","Seery","2tap",16,13,0,"5' 4""","125 lbs.","64""","Orthodox","Aug 30, 1979","March 08, 2014",29
"Mats","Nilsson","",11,4,1,"6' 1""","170 lbs.","--","Orthodox","Dec 05, 1983","March 08, 2014",16
"Claudio","Silva","Hannibal",14,4,0,"5' 11""","170 lbs.","71""","Southpaw","Sep 06, 1982","March 08, 2014",18
"Danny","Mitchell","The Cheesecake Assassin",19,9,1,"6' 2""","170 lbs.","--","Orthodox","Aug 08, 1986","March 08, 2014",29
"Louis","Gaudinot","Goodnight",8,4,0,"5' 3""","125 lbs.","63""","Orthodox","Aug 28, 1984","March 08, 2014",12
"Zhang","Lipeng","The Warrior",23,9,1,"5' 11""","155 lbs.","71""","Southpaw","Mar 10, 1990","March 01, 2014",33
"Yui","Chul Nam","The Korean Bulldozer",18,8,1,"5' 9""","145 lbs.","--","Orthodox","Jul 16, 1981","March 01, 2014",27
"Anying","Wang","",2,1,0,"6' 0""","170 lbs.","--","Orthodox","Apr 04, 1991","March 01, 2014",3
"Mark","Eddiva","",6,3,0,"5' 8""","145 lbs.","68""","Orthodox","Feb 16, 1986","March 01, 2014",9
"Sara","McMann","",13,6,0,"5' 6""","135 lbs.","66""","Orthodox","Sep 24, 1980","February 22, 2014",19
"Patrick","Cummins","Durkin",10,7,0,"6' 2""","205 lbs.","76""","Orthodox","Nov 16, 1980","February 22, 2014",17
"Pedro","Munhoz","The Young Punisher",20,10,0,"5' 6""","135 lbs.","65""","Orthodox","Sep 07, 1986","February 22, 2014",30
"Aljamain","Sterling","Funk Master",24,5,0,"5' 7""","145 lbs.","71""","Orthodox","Jul 31, 1989","February 22, 2014",29
"Josh","Sampo","The Gremlin",11,5,0,"5' 4""","125 lbs.","64""","Orthodox","Jul 24, 1984","February 22, 2014",16
"Yosdenis","Cedeno","Pink Panther",10,6,1,"5' 8""","155 lbs.","69""","Orthodox","Feb 12, 1985","February 22, 2014",17
"Gegard","Mousasi","",42,6,2,"6' 2""","185 lbs.","76""","Orthodox","Aug 01, 1985","February 15, 2014",50
"Takenori","Sato","",19,11,7,"5' 10""","170 lbs.","--","Southpaw","Jun 08, 1985","February 15, 2014",37
"Andy","Ogle","The Little Axe",9,6,0,"5' 8""","145 lbs.","69""","Orthodox","Feb 16, 1989","February 15, 2014",15
"Albert","Tumenov","Einstein",18,4,0,"5' 11""","170 lbs.","73""","Orthodox","Dec 26, 1991","February 15, 2014",22
"Zubaira","Tukhugov","Warrior",20,6,1,"5' 8""","155 lbs.","68""","Orthodox","Jan 15, 1991","February 15, 2014",27
"Alan","Patrick","Nuguette",15,4,0,"5' 11""","155 lbs.","74""","Southpaw","Jul 19, 1983","February 01, 2014",19
"Danny","Martinez","The Gremlin",21,8,0,"5' 6""","125 lbs.","67""","Orthodox","Jun 14, 1985","February 01, 2014",29
"Kevin","Lee","The Motown Phenom",18,8,0,"5' 9""","170 lbs.","77""","Orthodox","Sep 04, 1992","February 01, 2014",26
"Andy","Enz","Tank Mode",10,4,0,"6' 3""","185 lbs.","78""","Orthodox","Aug 15, 1991","February 01, 2014",14
"Rashid","Magomedov","Highlander",20,2,0,"5' 9""","155 lbs.","70""","Orthodox","Nov 29, 1984","February 01, 2014",22
"Gasan","Umalatov","Cobra",17,4,2,"5' 11""","170 lbs.","71""","Orthodox","Sep 11, 1982","February 01, 2014",23
"Adriano","Martins","",28,9,0,"5' 10""","155 lbs.","72""","Southpaw","Dec 16, 1982","January 25, 2014",37
"Mike","Rhodes","Biggie",10,5,0,"6' 1""","170 lbs.","74""","Orthodox","Dec 04, 1989","January 25, 2014",15
"Louis","Smolka","Da Last Samurai",17,9,0,"5' 9""","135 lbs.","68""","Orthodox","Jul 16, 1991","January 15, 2014",26
"Beneil","Dariush","",22,6,1,"5' 10""","155 lbs.","72""","Southpaw","May 06, 1989","January 15, 2014",29
"Sean","Soriano","",14,8,0,"5' 9""","145 lbs.","70""","Orthodox","Oct 06, 1989","January 04, 2014",22
"Luiz","Dutra","Besouro",13,6,1,"5' 11""","170 lbs.","--","Orthodox","May 06, 1982","January 04, 2014",20
"Shunichi","Shimizu","",30,18,11,"5' 5""","135 lbs.","--","Orthodox","Jan 31, 1985","January 04, 2014",59
"Will","Chope","The Kill",34,13,0,"6' 4""","145 lbs.","--","Switch","Sep 08, 1990","January 04, 2014",47
"Dave","Galera","Scarecrow",5,1,0,"5' 11""","135 lbs.","--","Orthodox","Jan 12, 1978","January 04, 2014",6
"Tae","Hyun Bang","Supernatural",18,10,0,"5' 9""","155 lbs.","71""","Switch","Apr 15, 1983","January 04, 2014",28
"Jon","Delos Reyes","The Heat",8,5,0,"5' 6""","125 lbs.","67""","Orthodox","Aug 19, 1987","January 04, 2014",13
"Russell","Doane","",15,8,0,"5' 7""","135 lbs.","70""","Orthodox","Aug 13, 1986","January 04, 2014",23
"Anderson","Silva","The Spider",34,11,0,"6' 2""","185 lbs.","77""","Southpaw","Apr 14, 1975","December 28, 2013",45
"Miesha","Tate","Cupcake",20,9,0,"5' 6""","135 lbs.","65""","Orthodox","Aug 18, 1986","December 28, 2013",29
"Diego","Brandao","Db",22,11,0,"5' 7""","145 lbs.","64""","Orthodox","May 27, 1987","December 28, 2013",33
"Uriah","Hall","Prime Time",18,11,0,"6' 0""","185 lbs.","79""","Orthodox","Jul 31, 1984","December 28, 2013",29
"Joseph","Benavidez","",28,8,0,"5' 4""","125 lbs.","65""","Southpaw","Jul 31, 1984","December 14, 2013",36
"Zach","Makovsky","Fun Size",20,8,0,"5' 4""","125 lbs.","64""","Southpaw","Apr 19, 1983","December 14, 2013",28
"Alptekin","Ozkilic","The Turkish Delight",9,5,0,"5' 5""","125 lbs.","65""","Orthodox","Mar 27, 1986","December 14, 2013",14
"Bethe","Correia","Pitbull",11,6,1,"5' 5""","135 lbs.","64""","Orthodox","Jun 22, 1983","December 06, 2013",18
"Justin","Scoggins","",11,5,0,"5' 7""","125 lbs.","66""","Southpaw","May 02, 1992","December 06, 2013",16
"Krzysztof","Jotko","",24,6,0,"6' 1""","185 lbs.","77""","Southpaw","Aug 19, 1989","December 06, 2013",30
"Alex","Garcia","The Dominican Nightmare",15,6,0,"5' 9""","170 lbs.","72""","Orthodox","Jul 14, 1987","December 06, 2013",21
"Jessica","Rakoczy","The Ragin'",1,5,0,"5' 7""","115 lbs.","--","Orthodox","Apr 14, 1977","November 30, 2013",6
"Davey","Grant","Dangerous",16,7,0,"5' 8""","135 lbs.","69""","Orthodox","Dec 18, 1985","November 30, 2013",23
"Peggy","Morgan","The Daywalker",4,4,0,"6' 1""","135 lbs.","--","","Dec 16, 1979","November 30, 2013",8
"Raquel","Pennington","Rocky",16,10,0,"5' 7""","135 lbs.","67""","Orthodox","Sep 05, 1988","November 30, 2013",26
"Tom","Niinimaki","Stoneface",22,8,1,"5' 9""","145 lbs.","69""","Orthodox","Jul 25, 1982","November 30, 2013",31
"Walt","Harris","The Big Ticket",13,10,0,"6' 5""","250 lbs.","77""","Southpaw","Jun 10, 1983","November 30, 2013",23
"Drew","Dober","",27,14,0,"5' 8""","155 lbs.","70""","Southpaw","Oct 19, 1988","November 30, 2013",41
"Ryan","Benoit","Baby Face",10,8,0,"5' 5""","125 lbs.","68""","Orthodox","Aug 25, 1989","November 30, 2013",18
"Anthony","Lapsley","The Recipe",23,7,0,"5' 9""","170 lbs.","--","Southpaw","Feb 13, 1980","November 16, 2013",30
"Sergio","Pettis","",18,5,0,"5' 6""","125 lbs.","69""","Orthodox","Aug 18, 1993","November 16, 2013",23
"Gian","Villante","",17,14,0,"6' 3""","230 lbs.","76""","Orthodox","Aug 18, 1985","November 16, 2013",31
"Daniel","Sarafian","",10,6,0,"5' 9""","185 lbs.","73""","Orthodox","Aug 21, 1982","November 09, 2013",16
"Omari","Akhmedov","Wolverine",21,6,1,"6' 0""","185 lbs.","73""","Orthodox","Oct 12, 1987","November 09, 2013",28
"Dustin","Ortiz","",19,8,0,"5' 5""","125 lbs.","65""","Orthodox","Dec 25, 1988","November 09, 2013",27
"Alexis","Davis","",21,11,0,"5' 6""","135 lbs.","68""","Orthodox","Oct 04, 1984","November 06, 2013",32
"Michael","Chiesa","Maverick",20,7,0,"6' 1""","170 lbs.","75""","Southpaw","Dec 07, 1987","November 06, 2013",27
"Brian","Houston","B-hue",4,6,0,"6' 2""","185 lbs.","--","Orthodox","Apr 26, 1981","November 06, 2013",10
"Nicholas","Musoke","Nico",13,5,0,"6' 0""","170 lbs.","75""","Orthodox","Apr 05, 1986","October 26, 2013",18
"Robert","Whiteford","The Hammer",14,4,0,"5' 9""","145 lbs.","69""","Southpaw","Apr 12, 1983","October 26, 2013",18
"Darrell","Montague","Mongoose",13,5,0,"5' 6""","125 lbs.","67""","Southpaw","Nov 03, 1987","October 19, 2013",18
"Jessica","Eye","Evil",15,11,0,"5' 6""","125 lbs.","66""","Orthodox","Jul 27, 1986","October 19, 2013",26
"Andre","Fili","Touchy",24,12,0,"5' 11""","145 lbs.","74""","Orthodox","Jun 25, 1990","October 19, 2013",36
"Kyoji","Horiguchi","",19,2,0,"5' 5""","125 lbs.","66""","Orthodox","Oct 12, 1990","October 19, 2013",21
"TJ","Dillashaw","",18,5,0,"5' 6""","135 lbs.","67""","Orthodox","Feb 07, 1986","October 09, 2013",23
"Igor","Araujo","",25,9,0,"6' 1""","170 lbs.","77""","Orthodox","Dec 06, 1980","October 09, 2013",34
"Garett","Whiteley","Goodnight",7,3,0,"6' 0""","155 lbs.","72""","Orthodox","Dec 13, 1980","October 09, 2013",10
"Wilson","Reis","",23,10,0,"5' 4""","125 lbs.","65""","Southpaw","Jan 06, 1985","September 21, 2013",33
"Jesse","Ronson","The Body Snatcher",21,12,0,"5' 10""","155 lbs.","70""","Southpaw","Dec 24, 1985","September 21, 2013",33
"Daniel","Omielanczuk","",19,8,1,"6' 0""","247 lbs.","74""","Southpaw","Aug 31, 1982","September 21, 2013",28
"Jacare","Souza","",26,10,0,"6' 1""","185 lbs.","72""","Orthodox","Dec 07, 1979","September 04, 2013",36
"Piotr","Hallmann","Pletwal",18,6,0,"5' 9""","155 lbs.","71""","Orthodox","Aug 25, 1987","September 04, 2013",24
"Tor","Troeng","The Hammer",16,7,1,"6' 2""","185 lbs.","--","Orthodox","Jan 25, 1983","September 04, 2013",24
"Ali","Bagautinov","Puncher",15,6,0,"5' 4""","125 lbs.","65""","Orthodox","Jun 10, 1985","September 04, 2013",21
"Edimilson","Souza","Kevin",15,5,0,"6' 0""","145 lbs.","74""","Orthodox","Oct 17, 1984","September 04, 2013",20
"Ramiro","Hernandez","Junior",19,9,0,"5' 9""","135 lbs.","--","Orthodox","Jul 22, 1986","September 04, 2013",28
"Elias","Silverio","Xuxu",13,3,0,"5' 11""","155 lbs.","73""","Orthodox","Sep 22, 1986","September 04, 2013",16
"Ivan","Jorge","Batman",27,7,0,"5' 9""","155 lbs.","73""","Orthodox","Nov 07, 1980","September 04, 2013",34
"Nikita","Krylov","The Miner",30,9,0,"6' 3""","205 lbs.","77""","Orthodox","Mar 07, 1992","August 31, 2013",39
"Robert","McDaniel","Bubba",28,10,0,"6' 3""","185 lbs.","75""","Southpaw","May 03, 1983","August 28, 2013",38
"Brandon","Thatch","Rukus",11,5,0,"6' 2""","170 lbs.","74""","Switch","Jul 11, 1985","August 28, 2013",16
"Ben","Alloway","Blanco",18,8,0,"5' 11""","170 lbs.","76""","Orthodox","Feb 19, 1981","August 28, 2013",26
"Iuri","Alcantara","Marajo",35,10,0,"5' 9""","135 lbs.","71""","Southpaw","Aug 04, 1980","August 17, 2013",45
"James","Vick","The Texecutioner",13,5,0,"6' 3""","155 lbs.","76""","Orthodox","Feb 23, 1987","August 17, 2013",18
"Thiago","Santos","Marreta",22,11,0,"6' 2""","205 lbs.","76""","Orthodox","Jan 07, 1984","August 03, 2013",33
"Tom","Watson","Kong",17,9,0,"6' 1""","185 lbs.","73""","Orthodox","Jul 13, 1982","August 03, 2013",26
"Jose","Maria","No Chance",37,7,0,"5' 5""","125 lbs.","--","Orthodox","Jan 04, 1982","August 03, 2013",44
"Francimar","Barroso","Bodao",19,7,0,"6' 1""","205 lbs.","75""","Orthodox","Feb 28, 1980","August 03, 2013",26
"Bristol","Marunde","",16,10,0,"6' 1""","170 lbs.","75""","Orthodox","Apr 20, 1982","August 03, 2013",26
"Jessica","Andrade","Bate Estaca",26,13,0,"5' 1""","125 lbs.","62""","Orthodox","Sep 25, 1991","July 27, 2013",39
"Tim","Means","The Dirty Bird",33,17,1,"6' 2""","170 lbs.","75""","Orthodox","Feb 20, 1984","July 27, 2013",51
"Trevor","Smith","Hot Sauce",15,10,0,"6' 3""","185 lbs.","75""","Orthodox","Jan 05, 1981","July 27, 2013",25
"Germaine","de Randamie","The Iron Lady",10,5,0,"5' 9""","135 lbs.","71""","Orthodox","Apr 24, 1984","July 27, 2013",15
"Roger","Gracie","",8,2,0,"6' 4""","185 lbs.","79""","Orthodox","Sep 26, 1981","July 06, 2013",10
